,ID,site,coordinates,depth,country,biome,standard biome,aggregated biome,altitude,mean annual temperature,mean annual percipitation (mm yr^-1),"environment (soil,litter, trees)",aggregated environment,taxon,family,super-family,order,sub-class,class,sub-phylum,phylum,numerical value,standard deviation,units,reference,link (doi),source in text,season,date,remarks,studied group
213,223,carimagua research station,"4° 48' 57.3012'' N, 71° 6' 27.9036'' W","0-30 ס""מ",Colombia,Gallery forest,"Tropical and Subtropical Grasslands, Savannas and Shrublands","Tropical and Subtropical Grasslands, Savannas and Shrublands",0,26,2300,soil+litter,soil/litter,Arachnida,0,0,0,0,Arachnida,Chelicerata,Arthropoda,70.0,0.0,mg/m^2 (wet weight),"Deca?ns et al., 1994",https://www.researchgate.net/profile/German_Escobar_Beron/publication/303174921_Impacto_del_manejo_de_la_tierra_en_la_macrofauna_del_suelo_en_los_Llanos_Orientales_de_Colombia/links/581177df08ae009606be81e5/Impacto-del-manejo-de-la-tierra-en-la-macrofauna-del-suelo-en-los-Llanos-Orientales-de-Colombia.pdf,table 2A,0,0,0,
214,224,carimagua research station,"4° 48' 57.3012'' N, 71° 6' 27.9036'' W","0-30 ס""מ",Colombia,Gallery forest,"Tropical and Subtropical Grasslands, Savannas and Shrublands","Tropical and Subtropical Grasslands, Savannas and Shrublands",0,26,2300,soil+litter,soil/litter,Myriapoda,0,0,0,0,0,Myriapoda,Arthropoda,1530.0,0.0,mg/m^2 (wet weight),"Deca?ns et al., 1994",https://www.researchgate.net/profile/German_Escobar_Beron/publication/303174921_Impacto_del_manejo_de_la_tierra_en_la_macrofauna_del_suelo_en_los_Llanos_Orientales_de_Colombia/links/581177df08ae009606be81e5/Impacto-del-manejo-de-la-tierra-en-la-macrofauna-del-suelo-en-los-Llanos-Orientales-de-Colombia.pdf,table 2A,0,0,0,
215,225,carimagua research station,"4° 48' 57.3012'' N, 71° 6' 27.9036'' W","0-30 ס""מ",Colombia,savanna,"Tropical and Subtropical Grasslands, Savannas and Shrublands","Tropical and Subtropical Grasslands, Savannas and Shrublands",0,26,2300,soil+litter,soil/litter,Isoptera,0,Isoptera,Blattodea,Pterygota,Insecta,Hexapoda,Arthropoda,7140.0,0.0,mg/m^2 (wet weight),"Deca?ns et al., 1994",https://www.researchgate.net/profile/German_Escobar_Beron/publication/303174921_Impacto_del_manejo_de_la_tierra_en_la_macrofauna_del_suelo_en_los_Llanos_Orientales_de_Colombia/links/581177df08ae009606be81e5/Impacto-del-manejo-de-la-tierra-en-la-macrofauna-del-suelo-en-los-Llanos-Orientales-de-Colombia.pdf,table 2A,0,0,0,
216,226,carimagua research station,"4° 48' 57.3012'' N, 71° 6' 27.9036'' W","0-30 ס""מ",Colombia,savanna,"Tropical and Subtropical Grasslands, Savannas and Shrublands","Tropical and Subtropical Grasslands, Savannas and Shrublands",0,26,2300,soil+litter,soil/litter,Formicidae,Formicidae,0,Hymenoptera,Pterygota,Insecta,Hexapoda,Arthropoda,1000.0,0.0,mg/m^2 (wet weight),"Deca?ns et al., 1994",https://www.researchgate.net/profile/German_Escobar_Beron/publication/303174921_Impacto_del_manejo_de_la_tierra_en_la_macrofauna_del_suelo_en_los_Llanos_Orientales_de_Colombia/links/581177df08ae009606be81e5/Impacto-del-manejo-de-la-tierra-en-la-macrofauna-del-suelo-en-los-Llanos-Orientales-de-Colombia.pdf,table 2A,0,0,0,
217,227,carimagua research station,"4° 48' 57.3012'' N, 71° 6' 27.9036'' W","0-30 ס""מ",Colombia,savanna,"Tropical and Subtropical Grasslands, Savannas and Shrublands","Tropical and Subtropical Grasslands, Savannas and Shrublands",0,26,2300,soil+litter,soil/litter,Coleoptera,0,0,Coleoptera,Pterygota,Insecta,Hexapoda,Arthropoda,990.0,0.0,mg/m^2 (wet weight),"Deca?ns et al., 1994",https://www.researchgate.net/profile/German_Escobar_Beron/publication/303174921_Impacto_del_manejo_de_la_tierra_en_la_macrofauna_del_suelo_en_los_Llanos_Orientales_de_Colombia/links/581177df08ae009606be81e5/Impacto-del-manejo-de-la-tierra-en-la-macrofauna-del-suelo-en-los-Llanos-Orientales-de-Colombia.pdf,table 2A,0,0,0,
218,228,carimagua research station,"4° 48' 57.3012'' N, 71° 6' 27.9036'' W","0-30 ס""מ",Colombia,savanna,"Tropical and Subtropical Grasslands, Savannas and Shrublands","Tropical and Subtropical Grasslands, Savannas and Shrublands",0,26,2300,soil+litter,soil/litter,Arachnida,0,0,0,0,Arachnida,Chelicerata,Arthropoda,830.0,0.0,mg/m^2 (wet weight),"Deca?ns et al., 1994",https://www.researchgate.net/profile/German_Escobar_Beron/publication/303174921_Impacto_del_manejo_de_la_tierra_en_la_macrofauna_del_suelo_en_los_Llanos_Orientales_de_Colombia/links/581177df08ae009606be81e5/Impacto-del-manejo-de-la-tierra-en-la-macrofauna-del-suelo-en-los-Llanos-Orientales-de-Colombia.pdf,table 2A,0,0,0,
219,229,carimagua research station,"4° 48' 57.3012'' N, 71° 6' 27.9036'' W","0-30 ס""מ",Colombia,savanna,"Tropical and Subtropical Grasslands, Savannas and Shrublands","Tropical and Subtropical Grasslands, Savannas and Shrublands",0,26,2300,soil+litter,soil/litter,Myriapoda,0,0,0,0,0,Myriapoda,Arthropoda,240.0,0.0,mg/m^2 (wet weight),"Deca?ns et al., 1994",https://www.researchgate.net/profile/German_Escobar_Beron/publication/303174921_Impacto_del_manejo_de_la_tierra_en_la_macrofauna_del_suelo_en_los_Llanos_Orientales_de_Colombia/links/581177df08ae009606be81e5/Impacto-del-manejo-de-la-tierra-en-la-macrofauna-del-suelo-en-los-Llanos-Orientales-de-Colombia.pdf,table 2A,0,0,0,
220,230,carimagua research station,"4° 48' 57.3012'' N, 71° 6' 27.9036'' W","0-30 ס""מ",Colombia,Gallery forest,"Tropical and Subtropical Grasslands, Savannas and Shrublands","Tropical and Subtropical Grasslands, Savannas and Shrublands",0,26,2300,soil+litter,soil/litter,Isoptera,0,Isoptera,Blattodea,Pterygota,Insecta,Hexapoda,Arthropoda,2086.0,0.0,individuals/m^2,"Deca?ns et al., 1994",https://www.researchgate.net/profile/German_Escobar_Beron/publication/303174921_Impacto_del_manejo_de_la_tierra_en_la_macrofauna_del_suelo_en_los_Llanos_Orientales_de_Colombia/links/581177df08ae009606be81e5/Impacto-del-manejo-de-la-tierra-en-la-macrofauna-del-suelo-en-los-Llanos-Orientales-de-Colombia.pdf,table 2B,0,0,0,
221,231,carimagua research station,"4° 48' 57.3012'' N, 71° 6' 27.9036'' W","0-30 ס""מ",Colombia,Gallery forest,"Tropical and Subtropical Grasslands, Savannas and Shrublands","Tropical and Subtropical Grasslands, Savannas and Shrublands",0,26,2300,soil+litter,soil/litter,Formicidae,Formicidae,0,Hymenoptera,Pterygota,Insecta,Hexapoda,Arthropoda,862.0,0.0,individuals/m^2,"Deca?ns et al., 1994",https://www.researchgate.net/profile/German_Escobar_Beron/publication/303174921_Impacto_del_manejo_de_la_tierra_en_la_macrofauna_del_suelo_en_los_Llanos_Orientales_de_Colombia/links/581177df08ae009606be81e5/Impacto-del-manejo-de-la-tierra-en-la-macrofauna-del-suelo-en-los-Llanos-Orientales-de-Colombia.pdf,table 2B,0,0,0,
222,232,carimagua research station,"4° 48' 57.3012'' N, 71° 6' 27.9036'' W","0-30 ס""מ",Colombia,Gallery forest,"Tropical and Subtropical Grasslands, Savannas and Shrublands","Tropical and Subtropical Grasslands, Savannas and Shrublands",0,26,2300,soil+litter,soil/litter,Coleoptera,0,0,Coleoptera,Pterygota,Insecta,Hexapoda,Arthropoda,110.0,0.0,individuals/m^2,"Deca?ns et al., 1994",https://www.researchgate.net/profile/German_Escobar_Beron/publication/303174921_Impacto_del_manejo_de_la_tierra_en_la_macrofauna_del_suelo_en_los_Llanos_Orientales_de_Colombia/links/581177df08ae009606be81e5/Impacto-del-manejo-de-la-tierra-en-la-macrofauna-del-suelo-en-los-Llanos-Orientales-de-Colombia.pdf,table 2B,0,0,0,
223,233,carimagua research station,"4° 48' 57.3012'' N, 71° 6' 27.9036'' W","0-30 ס""מ",Colombia,Gallery forest,"Tropical and Subtropical Grasslands, Savannas and Shrublands","Tropical and Subtropical Grasslands, Savannas and Shrublands",0,26,2300,soil+litter,soil/litter,Arachnida,0,0,0,0,Arachnida,Chelicerata,Arthropoda,19.0,0.0,individuals/m^2,"Deca?ns et al., 1994",https://www.researchgate.net/profile/German_Escobar_Beron/publication/303174921_Impacto_del_manejo_de_la_tierra_en_la_macrofauna_del_suelo_en_los_Llanos_Orientales_de_Colombia/links/581177df08ae009606be81e5/Impacto-del-manejo-de-la-tierra-en-la-macrofauna-del-suelo-en-los-Llanos-Orientales-de-Colombia.pdf,table 2B,0,0,0,
224,234,carimagua research station,"4° 48' 57.3012'' N, 71° 6' 27.9036'' W","0-30 ס""מ",Colombia,Gallery forest,"Tropical and Subtropical Grasslands, Savannas and Shrublands","Tropical and Subtropical Grasslands, Savannas and Shrublands",0,26,2300,soil+litter,soil/litter,Myriapoda,0,0,0,0,0,Myriapoda,Arthropoda,125.0,0.0,individuals/m^2,"Deca?ns et al., 1994",https://www.researchgate.net/profile/German_Escobar_Beron/publication/303174921_Impacto_del_manejo_de_la_tierra_en_la_macrofauna_del_suelo_en_los_Llanos_Orientales_de_Colombia/links/581177df08ae009606be81e5/Impacto-del-manejo-de-la-tierra-en-la-macrofauna-del-suelo-en-los-Llanos-Orientales-de-Colombia.pdf,table 2B,0,0,0,
225,235,carimagua research station,"4° 48' 57.3012'' N, 71° 6' 27.9036'' W","0-30 ס""מ",Colombia,savanna,"Tropical and Subtropical Grasslands, Savannas and Shrublands","Tropical and Subtropical Grasslands, Savannas and Shrublands",0,26,2300,soil+litter,soil/litter,Isoptera,0,Isoptera,Blattodea,Pterygota,Insecta,Hexapoda,Arthropoda,1955.0,0.0,individuals/m^2,"Deca?ns et al., 1994",https://www.researchgate.net/profile/German_Escobar_Beron/publication/303174921_Impacto_del_manejo_de_la_tierra_en_la_macrofauna_del_suelo_en_los_Llanos_Orientales_de_Colombia/links/581177df08ae009606be81e5/Impacto-del-manejo-de-la-tierra-en-la-macrofauna-del-suelo-en-los-Llanos-Orientales-de-Colombia.pdf,table 2B,0,0,0,
226,236,carimagua research station,"4° 48' 57.3012'' N, 71° 6' 27.9036'' W","0-30 ס""מ",Colombia,savanna,"Tropical and Subtropical Grasslands, Savannas and Shrublands","Tropical and Subtropical Grasslands, Savannas and Shrublands",0,26,2300,soil+litter,soil/litter,Formicidae,Formicidae,0,Hymenoptera,Pterygota,Insecta,Hexapoda,Arthropoda,472.0,0.0,individuals/m^2,"Deca?ns et al., 1994",https://www.researchgate.net/profile/German_Escobar_Beron/publication/303174921_Impacto_del_manejo_de_la_tierra_en_la_macrofauna_del_suelo_en_los_Llanos_Orientales_de_Colombia/links/581177df08ae009606be81e5/Impacto-del-manejo-de-la-tierra-en-la-macrofauna-del-suelo-en-los-Llanos-Orientales-de-Colombia.pdf,table 2B,0,0,0,
227,237,carimagua research station,"4° 48' 57.3012'' N, 71° 6' 27.9036'' W","0-30 ס""מ",Colombia,savanna,"Tropical and Subtropical Grasslands, Savannas and Shrublands","Tropical and Subtropical Grasslands, Savannas and Shrublands",0,26,2300,soil+litter,soil/litter,Coleoptera,0,0,Coleoptera,Pterygota,Insecta,Hexapoda,Arthropoda,131.0,0.0,individuals/m^2,"Deca?ns et al., 1994",https://www.researchgate.net/profile/German_Escobar_Beron/publication/303174921_Impacto_del_manejo_de_la_tierra_en_la_macrofauna_del_suelo_en_los_Llanos_Orientales_de_Colombia/links/581177df08ae009606be81e5/Impacto-del-manejo-de-la-tierra-en-la-macrofauna-del-suelo-en-los-Llanos-Orientales-de-Colombia.pdf,table 2B,0,0,0,
228,238,carimagua research station,"4° 48' 57.3012'' N, 71° 6' 27.9036'' W","0-30 ס""מ",Colombia,savanna,"Tropical and Subtropical Grasslands, Savannas and Shrublands","Tropical and Subtropical Grasslands, Savannas and Shrublands",0,26,2300,soil+litter,soil/litter,Arachnida,0,0,0,0,Arachnida,Chelicerata,Arthropoda,18.0,0.0,individuals/m^2,"Deca?ns et al., 1994",https://www.researchgate.net/profile/German_Escobar_Beron/publication/303174921_Impacto_del_manejo_de_la_tierra_en_la_macrofauna_del_suelo_en_los_Llanos_Orientales_de_Colombia/links/581177df08ae009606be81e5/Impacto-del-manejo-de-la-tierra-en-la-macrofauna-del-suelo-en-los-Llanos-Orientales-de-Colombia.pdf,table 2B,0,0,0,
229,239,carimagua research station,"4° 48' 57.3012'' N, 71° 6' 27.9036'' W","0-30 ס""מ",Colombia,savanna,"Tropical and Subtropical Grasslands, Savannas and Shrublands","Tropical and Subtropical Grasslands, Savannas and Shrublands",0,26,2300,soil+litter,soil/litter,Myriapoda,0,0,0,0,0,Myriapoda,Arthropoda,34.0,0.0,individuals/m^2,"Deca?ns et al., 1994",https://www.researchgate.net/profile/German_Escobar_Beron/publication/303174921_Impacto_del_manejo_de_la_tierra_en_la_macrofauna_del_suelo_en_los_Llanos_Orientales_de_Colombia/links/581177df08ae009606be81e5/Impacto-del-manejo-de-la-tierra-en-la-macrofauna-del-suelo-en-los-Llanos-Orientales-de-Colombia.pdf,table 2B,0,0,0,
230,240,cariniagua research station-Pastures- B. dec.+kudzu,"4° 48' 57.3012'' N, 71° 6' 27.9036'' W","0-30 ס""מ",Colombia,Pasture,Pasture,Pasture,0,26,2300,soil+litter,soil/litter,Isoptera,0,Isoptera,Blattodea,Pterygota,Insecta,Hexapoda,Arthropoda,3640.0,0.0,mg/m^2 (wet weight),"Deca?ns et al., 1994",https://www.researchgate.net/profile/German_Escobar_Beron/publication/303174921_Impacto_del_manejo_de_la_tierra_en_la_macrofauna_del_suelo_en_los_Llanos_Orientales_de_Colombia/links/581177df08ae009606be81e5/Impacto-del-manejo-de-la-tierra-en-la-macrofauna-del-suelo-en-los-Llanos-Orientales-de-Colombia.pdf,table 2A,0,0,0,
231,241,cariniagua research station-Pastures- B. dec.+kudzu,"4°30' N, 7°30' W","0-30 ס""מ",Colombia,Pasture,Pasture,Pasture,0,26,2300,soil+litter,soil/litter,Formicidae,Formicidae,0,Hymenoptera,Pterygota,Insecta,Hexapoda,Arthropoda,490.0,0.0,mg/m^2 (wet weight),"Deca?ns et al., 1994",https://www.researchgate.net/profile/German_Escobar_Beron/publication/303174921_Impacto_del_manejo_de_la_tierra_en_la_macrofauna_del_suelo_en_los_Llanos_Orientales_de_Colombia/links/581177df08ae009606be81e5/Impacto-del-manejo-de-la-tierra-en-la-macrofauna-del-suelo-en-los-Llanos-Orientales-de-Colombia.pdf,table 2A,0,0,0,
232,242,cariniagua research station-Pastures- B. dec.+kudzu,"4°30' N, 7°30' W","0-30 ס""מ",Colombia,Pasture,Pasture,Pasture,0,26,2300,soil+litter,soil/litter,Coleoptera,0,0,Coleoptera,Pterygota,Insecta,Hexapoda,Arthropoda,2490.0,0.0,mg/m^2 (wet weight),"Deca?ns et al., 1994",https://www.researchgate.net/profile/German_Escobar_Beron/publication/303174921_Impacto_del_manejo_de_la_tierra_en_la_macrofauna_del_suelo_en_los_Llanos_Orientales_de_Colombia/links/581177df08ae009606be81e5/Impacto-del-manejo-de-la-tierra-en-la-macrofauna-del-suelo-en-los-Llanos-Orientales-de-Colombia.pdf,table 2A,0,0,0,
233,243,cariniagua research station-Pastures- B. dec.+kudzu,"4°30' N, 7°30' W","0-30 ס""מ",Colombia,Pasture,Pasture,Pasture,0,26,2300,soil+litter,soil/litter,Arachnida,0,0,0,0,Arachnida,Chelicerata,Arthropoda,490.0,0.0,mg/m^2 (wet weight),"Deca?ns et al., 1994",https://www.researchgate.net/profile/German_Escobar_Beron/publication/303174921_Impacto_del_manejo_de_la_tierra_en_la_macrofauna_del_suelo_en_los_Llanos_Orientales_de_Colombia/links/581177df08ae009606be81e5/Impacto-del-manejo-de-la-tierra-en-la-macrofauna-del-suelo-en-los-Llanos-Orientales-de-Colombia.pdf,table 2A,0,0,0,
234,244,cariniagua research station-Pastures- B. dec.+kudzu,"4°30' N, 7°30' W","0-30 ס""מ",Colombia,Pasture,Pasture,Pasture,0,26,2300,soil+litter,soil/litter,Myriapoda,0,0,0,0,0,Myriapoda,Arthropoda,1460.0,0.0,mg/m^2 (wet weight),"Deca?ns et al., 1994",https://www.researchgate.net/profile/German_Escobar_Beron/publication/303174921_Impacto_del_manejo_de_la_tierra_en_la_macrofauna_del_suelo_en_los_Llanos_Orientales_de_Colombia/links/581177df08ae009606be81e5/Impacto-del-manejo-de-la-tierra-en-la-macrofauna-del-suelo-en-los-Llanos-Orientales-de-Colombia.pdf,table 2A,0,0,0,
235,245,cariniagua research station-Pastures- B. dec.,"4° 48' 57.3012'' N, 71° 6' 27.9036'' W","0-30 ס""מ",Colombia,Pasture,Pasture,Pasture,0,26,2300,soil+litter,soil/litter,Isoptera,0,Isoptera,Blattodea,Pterygota,Insecta,Hexapoda,Arthropoda,992.0,0.0,individuals/m^2,"Deca?ns et al., 1994",https://www.researchgate.net/profile/German_Escobar_Beron/publication/303174921_Impacto_del_manejo_de_la_tierra_en_la_macrofauna_del_suelo_en_los_Llanos_Orientales_de_Colombia/links/581177df08ae009606be81e5/Impacto-del-manejo-de-la-tierra-en-la-macrofauna-del-suelo-en-los-Llanos-Orientales-de-Colombia.pdf,table 2B,0,0,0,
236,246,cariniagua research station-Pastures- B. dec.,"4°30' N, 7°30' W","0-30 ס""מ",Colombia,Pasture,Pasture,Pasture,0,26,2300,soil+litter,soil/litter,Formicidae,Formicidae,0,Hymenoptera,Pterygota,Insecta,Hexapoda,Arthropoda,75.0,0.0,individuals/m^2,"Deca?ns et al., 1994",https://www.researchgate.net/profile/German_Escobar_Beron/publication/303174921_Impacto_del_manejo_de_la_tierra_en_la_macrofauna_del_suelo_en_los_Llanos_Orientales_de_Colombia/links/581177df08ae009606be81e5/Impacto-del-manejo-de-la-tierra-en-la-macrofauna-del-suelo-en-los-Llanos-Orientales-de-Colombia.pdf,table 2B,0,0,0,
237,247,cariniagua research station-Pastures- B. dec.,"4°30' N, 7°30' W","0-30 ס""מ",Colombia,Pasture,Pasture,Pasture,0,26,2300,soil+litter,soil/litter,Coleoptera,0,0,Coleoptera,Pterygota,Insecta,Hexapoda,Arthropoda,187.0,0.0,individuals/m^2,"Deca?ns et al., 1994",https://www.researchgate.net/profile/German_Escobar_Beron/publication/303174921_Impacto_del_manejo_de_la_tierra_en_la_macrofauna_del_suelo_en_los_Llanos_Orientales_de_Colombia/links/581177df08ae009606be81e5/Impacto-del-manejo-de-la-tierra-en-la-macrofauna-del-suelo-en-los-Llanos-Orientales-de-Colombia.pdf,table 2B,0,0,0,
238,248,cariniagua research station-Pastures- B. dec.,"4°30' N, 7°30' W","0-30 ס""מ",Colombia,Pasture,Pasture,Pasture,0,26,2300,soil+litter,soil/litter,Arachnida,0,0,0,0,Arachnida,Chelicerata,Arthropoda,8.0,0.0,individuals/m^2,"Deca?ns et al., 1994",https://www.researchgate.net/profile/German_Escobar_Beron/publication/303174921_Impacto_del_manejo_de_la_tierra_en_la_macrofauna_del_suelo_en_los_Llanos_Orientales_de_Colombia/links/581177df08ae009606be81e5/Impacto-del-manejo-de-la-tierra-en-la-macrofauna-del-suelo-en-los-Llanos-Orientales-de-Colombia.pdf,table 2B,0,0,0,
239,249,cariniagua research station-Pastures- B. dec.,"4°30' N, 7°30' W","0-30 ס""מ",Colombia,Pasture,Pasture,Pasture,0,26,2300,soil+litter,soil/litter,Myriapoda,0,0,0,0,0,Myriapoda,Arthropoda,18.0,0.0,individuals/m^2,"Deca?ns et al., 1994",https://www.researchgate.net/profile/German_Escobar_Beron/publication/303174921_Impacto_del_manejo_de_la_tierra_en_la_macrofauna_del_suelo_en_los_Llanos_Orientales_de_Colombia/links/581177df08ae009606be81e5/Impacto-del-manejo-de-la-tierra-en-la-macrofauna-del-suelo-en-los-Llanos-Orientales-de-Colombia.pdf,table 2B,0,0,0,
240,250,cariniagua research station-Pastures- B. dec.+kudzu,"4° 48' 57.3012'' N, 71° 6' 27.9036'' W","0-30 ס""מ",Colombia,Pasture,Pasture,Pasture,0,26,2300,soil+litter,soil/litter,Isoptera,0,Isoptera,Blattodea,Pterygota,Insecta,Hexapoda,Arthropoda,1034.0,0.0,individuals/m^2,"Deca?ns et al., 1994",https://www.researchgate.net/profile/German_Escobar_Beron/publication/303174921_Impacto_del_manejo_de_la_tierra_en_la_macrofauna_del_suelo_en_los_Llanos_Orientales_de_Colombia/links/581177df08ae009606be81e5/Impacto-del-manejo-de-la-tierra-en-la-macrofauna-del-suelo-en-los-Llanos-Orientales-de-Colombia.pdf,table 2B,0,0,0,
241,251,cariniagua research station-Pastures- B. dec.+kudzu,"4°30' N, 7°30' W","0-30 ס""מ",Colombia,Pasture,Pasture,Pasture,0,26,2300,soil+litter,soil/litter,Formicidae,Formicidae,0,Hymenoptera,Pterygota,Insecta,Hexapoda,Arthropoda,534.0,0.0,individuals/m^2,"Deca?ns et al., 1994",https://www.researchgate.net/profile/German_Escobar_Beron/publication/303174921_Impacto_del_manejo_de_la_tierra_en_la_macrofauna_del_suelo_en_los_Llanos_Orientales_de_Colombia/links/581177df08ae009606be81e5/Impacto-del-manejo-de-la-tierra-en-la-macrofauna-del-suelo-en-los-Llanos-Orientales-de-Colombia.pdf,table 2B,0,0,0,
242,252,cariniagua research station-Pastures- B. dec.+kudzu,"4°30' N, 7°30' W","0-30 ס""מ",Colombia,Pasture,Pasture,Pasture,0,26,2300,soil+litter,soil/litter,Coleoptera,0,0,Coleoptera,Pterygota,Insecta,Hexapoda,Arthropoda,240.0,0.0,individuals/m^2,"Deca?ns et al., 1994",https://www.researchgate.net/profile/German_Escobar_Beron/publication/303174921_Impacto_del_manejo_de_la_tierra_en_la_macrofauna_del_suelo_en_los_Llanos_Orientales_de_Colombia/links/581177df08ae009606be81e5/Impacto-del-manejo-de-la-tierra-en-la-macrofauna-del-suelo-en-los-Llanos-Orientales-de-Colombia.pdf,table 2B,0,0,0,
243,253,cariniagua research station-Pastures- B. dec.+kudzu,"4°30' N, 7°30' W","0-30 ס""מ",Colombia,Pasture,Pasture,Pasture,0,26,2300,soil+litter,soil/litter,Arachnida,0,0,0,0,Arachnida,Chelicerata,Arthropoda,22.0,0.0,individuals/m^2,"Deca?ns et al., 1994",https://www.researchgate.net/profile/German_Escobar_Beron/publication/303174921_Impacto_del_manejo_de_la_tierra_en_la_macrofauna_del_suelo_en_los_Llanos_Orientales_de_Colombia/links/581177df08ae009606be81e5/Impacto-del-manejo-de-la-tierra-en-la-macrofauna-del-suelo-en-los-Llanos-Orientales-de-Colombia.pdf,table 2B,0,0,0,
244,254,cariniagua research station-Pastures- B. dec.+kudzu,"4°30' N, 7°30' W","0-30 ס""מ",Colombia,Pasture,Pasture,Pasture,0,26,2300,soil+litter,soil/litter,Myriapoda,0,0,0,0,0,Myriapoda,Arthropoda,38.0,0.0,individuals/m^2,"Deca?ns et al., 1994",https://www.researchgate.net/profile/German_Escobar_Beron/publication/303174921_Impacto_del_manejo_de_la_tierra_en_la_macrofauna_del_suelo_en_los_Llanos_Orientales_de_Colombia/links/581177df08ae009606be81e5/Impacto-del-manejo-de-la-tierra-en-la-macrofauna-del-suelo-en-los-Llanos-Orientales-de-Colombia.pdf,table 2B,0,0,0,
245,255,cariniagua research station-crops-rice,"4°30' N, 7°30' W","0-30 ס""מ",Colombia,Crops,Crops,Crops,0,26,2300,soil+litter,soil/litter,Isoptera,0,Isoptera,Blattodea,Pterygota,Insecta,Hexapoda,Arthropoda,180.0,0.0,mg/m^2 (wet weight),"Deca?ns et al., 1994",https://www.researchgate.net/profile/German_Escobar_Beron/publication/303174921_Impacto_del_manejo_de_la_tierra_en_la_macrofauna_del_suelo_en_los_Llanos_Orientales_de_Colombia/links/581177df08ae009606be81e5/Impacto-del-manejo-de-la-tierra-en-la-macrofauna-del-suelo-en-los-Llanos-Orientales-de-Colombia.pdf,table 2A,0,0,0,
246,256,cariniagua research station-crops-rice,"4°30' N, 7°30' W","0-30 ס""מ",Colombia,Crops,Crops,Crops,0,26,2300,soil+litter,soil/litter,Formicidae,Formicidae,0,Hymenoptera,Pterygota,Insecta,Hexapoda,Arthropoda,0.0,0.0,mg/m^2 (wet weight),"Deca?ns et al., 1994",https://www.researchgate.net/profile/German_Escobar_Beron/publication/303174921_Impacto_del_manejo_de_la_tierra_en_la_macrofauna_del_suelo_en_los_Llanos_Orientales_de_Colombia/links/581177df08ae009606be81e5/Impacto-del-manejo-de-la-tierra-en-la-macrofauna-del-suelo-en-los-Llanos-Orientales-de-Colombia.pdf,table 2A,0,0,0,
247,257,cariniagua research station-crops-rice,"4°30' N, 7°30' W","0-30 ס""מ",Colombia,Crops,Crops,Crops,0,26,2300,soil+litter,soil/litter,Coleoptera,0,0,Coleoptera,Pterygota,Insecta,Hexapoda,Arthropoda,430.0,0.0,mg/m^2 (wet weight),"Deca?ns et al., 1994",https://www.researchgate.net/profile/German_Escobar_Beron/publication/303174921_Impacto_del_manejo_de_la_tierra_en_la_macrofauna_del_suelo_en_los_Llanos_Orientales_de_Colombia/links/581177df08ae009606be81e5/Impacto-del-manejo-de-la-tierra-en-la-macrofauna-del-suelo-en-los-Llanos-Orientales-de-Colombia.pdf,table 2A,0,0,0,
248,258,cariniagua research station-crops-rice,"4°30' N, 7°30' W","0-30 ס""מ",Colombia,Crops,Crops,Crops,0,26,2300,soil+litter,soil/litter,Arachnida,0,0,0,0,Arachnida,Chelicerata,Arthropoda,30.0,0.0,mg/m^2 (wet weight),"Deca?ns et al., 1994",https://www.researchgate.net/profile/German_Escobar_Beron/publication/303174921_Impacto_del_manejo_de_la_tierra_en_la_macrofauna_del_suelo_en_los_Llanos_Orientales_de_Colombia/links/581177df08ae009606be81e5/Impacto-del-manejo-de-la-tierra-en-la-macrofauna-del-suelo-en-los-Llanos-Orientales-de-Colombia.pdf,table 2A,0,0,0,
249,259,cariniagua research station-crops-rice,"4°30' N, 7°30' W","0-30 ס""מ",Colombia,Crops,Crops,Crops,0,26,2300,soil+litter,soil/litter,Myriapoda,0,0,0,0,0,Myriapoda,Arthropoda,270.0,0.0,mg/m^2 (wet weight),"Deca?ns et al., 1994",https://www.researchgate.net/profile/German_Escobar_Beron/publication/303174921_Impacto_del_manejo_de_la_tierra_en_la_macrofauna_del_suelo_en_los_Llanos_Orientales_de_Colombia/links/581177df08ae009606be81e5/Impacto-del-manejo-de-la-tierra-en-la-macrofauna-del-suelo-en-los-Llanos-Orientales-de-Colombia.pdf,table 2A,0,0,0,
250,260,cariniagua research station-crops-cassava,"4°30' N, 7°30' W","0-30 ס""מ",Colombia,Crops,Crops,Crops,0,26,2300,soil+litter,soil/litter,Isoptera,0,Isoptera,Blattodea,Pterygota,Insecta,Hexapoda,Arthropoda,590.0,0.0,mg/m^2 (wet weight),"Deca?ns et al., 1994",https://www.researchgate.net/profile/German_Escobar_Beron/publication/303174921_Impacto_del_manejo_de_la_tierra_en_la_macrofauna_del_suelo_en_los_Llanos_Orientales_de_Colombia/links/581177df08ae009606be81e5/Impacto-del-manejo-de-la-tierra-en-la-macrofauna-del-suelo-en-los-Llanos-Orientales-de-Colombia.pdf,table 2A,0,0,0,
