,ID,site,coordinates,depth,country,biome,standard biome,aggregated biome,altitude,mean annual temperature,mean annual percipitation (mm yr^-1),"environment (soil,litter, trees)",aggregated environment,taxon,family,super-family,order,sub-class,class,sub-phylum,phylum,numerical value,standard deviation,units,reference,link (doi),source in text,season,date,remarks,studied group
5305,5589,Forestry Reserve of Linhares E. grandis plantation,19”06’ and 19”18’ S;  39”45’ and 40” 19’ W,,Brazil,tropical rain forest,Tropical and Subtropical Moist Broadleaf Forests,Tropical and Subtropical Forests,,,,litter,soil/litter,Homoptera,0,0,Hemiptera,Pterygota,Insecta,Hexapoda,Arthropoda,0.0,3.0,individuals/m^2,Pellens (1997),https://www.sciencedirect.com/science/article/pii/S1164556399002095,figure 4,0,June,,
5306,5599,Forestry Reserve of Linhares F Primary forest,19”06’ and 19”18’ S;  39”45’ and 40” 19’ W,,Brazil,tropical rain forest,Tropical and Subtropical Moist Broadleaf Forests,Tropical and Subtropical Forests,,,,litter,soil/litter,Hemiptera,0,0,Hemiptera,Pterygota,Insecta,Hexapoda,Arthropoda,44.0,21.0,individuals/m^2,Pellens (1997),https://www.sciencedirect.com/science/article/pii/S1164556399002095,figure 4,0,June,,
5307,5600,Forestry Reserve of Linhares A. mangium plantation,19”06’ and 19”18’ S;  39”45’ and 40” 19’ W,,Brazil,tropical rain forest,Tropical and Subtropical Moist Broadleaf Forests,Tropical and Subtropical Forests,,,,litter,soil/litter,Hemiptera,0,0,Hemiptera,Pterygota,Insecta,Hexapoda,Arthropoda,0.0,16.0,individuals/m^2,Pellens (1997),https://www.sciencedirect.com/science/article/pii/S1164556399002095,figure 4,0,June,,
5308,5601,Forestry Reserve of Linhares E. grandis plantation,19”06’ and 19”18’ S;  39”45’ and 40” 19’ W,,Brazil,tropical rain forest,Tropical and Subtropical Moist Broadleaf Forests,Tropical and Subtropical Forests,,,,litter,soil/litter,Hemiptera,0,0,Hemiptera,Pterygota,Insecta,Hexapoda,Arthropoda,19.0,10.0,individuals/m^2,Pellens (1997),https://www.sciencedirect.com/science/article/pii/S1164556399002095,figure 4,0,June,,
5309,5581,Forestry Reserve of Linhares F Primary forest,19”06’ and 19”18’ S;  39”45’ and 40” 19’ W,,Brazil,tropical rain forest,Tropical and Subtropical Moist Broadleaf Forests,Tropical and Subtropical Forests,,,,litter,soil/litter,Homoptera,0,0,Hemiptera,Pterygota,Insecta,Hexapoda,Arthropoda,39.0,18.0,individuals/m^2,Pellens (1997),https://www.sciencedirect.com/science/article/pii/S1164556399002095,figure 4,0,November,,
5310,5582,Forestry Reserve of Linhares A. mangium plantation,19”06’ and 19”18’ S;  39”45’ and 40” 19’ W,,Brazil,tropical rain forest,Tropical and Subtropical Moist Broadleaf Forests,Tropical and Subtropical Forests,,,,litter,soil/litter,Homoptera,0,0,Hemiptera,Pterygota,Insecta,Hexapoda,Arthropoda,62.5,1.28,individuals/m^2,Pellens (1997),https://www.sciencedirect.com/science/article/pii/S1164556399002095,figure 4,0,November,,
5311,5583,Forestry Reserve of Linhares E. grandis plantation,19”06’ and 19”18’ S;  39”45’ and 40” 19’ W,,Brazil,tropical rain forest,Tropical and Subtropical Moist Broadleaf Forests,Tropical and Subtropical Forests,,,,litter,soil/litter,Homoptera,0,0,Hemiptera,Pterygota,Insecta,Hexapoda,Arthropoda,4.0,12.0,individuals/m^2,Pellens (1997),https://www.sciencedirect.com/science/article/pii/S1164556399002095,figure 4,0,November,,
5312,5593,Forestry Reserve of Linhares F Primary forest,19”06’ and 19”18’ S;  39”45’ and 40” 19’ W,,Brazil,tropical rain forest,Tropical and Subtropical Moist Broadleaf Forests,Tropical and Subtropical Forests,,,,litter,soil/litter,Hemiptera,0,0,Hemiptera,Pterygota,Insecta,Hexapoda,Arthropoda,46.0,28.0,individuals/m^2,Pellens (1997),https://www.sciencedirect.com/science/article/pii/S1164556399002095,figure 4,0,November,,
5313,5594,Forestry Reserve of Linhares A. mangium plantation,19”06’ and 19”18’ S;  39”45’ and 40” 19’ W,,Brazil,tropical rain forest,Tropical and Subtropical Moist Broadleaf Forests,Tropical and Subtropical Forests,,,,litter,soil/litter,Hemiptera,0,0,Hemiptera,Pterygota,Insecta,Hexapoda,Arthropoda,43.0,19.0,individuals/m^2,Pellens (1997),https://www.sciencedirect.com/science/article/pii/S1164556399002095,figure 4,0,November,,
5314,5595,Forestry Reserve of Linhares E. grandis plantation,19”06’ and 19”18’ S;  39”45’ and 40” 19’ W,,Brazil,tropical rain forest,Tropical and Subtropical Moist Broadleaf Forests,Tropical and Subtropical Forests,,,,litter,soil/litter,Hemiptera,0,0,Hemiptera,Pterygota,Insecta,Hexapoda,Arthropoda,15.0,9.0,individuals/m^2,Pellens (1997),https://www.sciencedirect.com/science/article/pii/S1164556399002095,figure 4,0,November,,
5315,5845,"Niwot Ridge, the Indian Peaks section of the Rocky Mountains, Kobresia",,,Colorado,alphine tundra,Tundra,Tundra,3750-3800,-3.8,1000,soil,soil/litter,Araneae,0,0,Araneae,0,Arachnida,Chelicerata,Arthropoda,317.0,0.0,individuals/m^2,"Wayne W. Tolbert, Virginia R. Tolbert & Richard E. Ambrose (1977)",https://www.tandfonline.com/doi/abs/10.1080/00040851.1977.12003917,table 4,,1971,,Arthropods 
5316,5848,"Niwot Ridge, the Indian Peaks section of the Rocky Mountains, Kobresia",,,Colorado,alphine tundra,Tundra,Tundra,3750-3800,-3.8,1000,soil,soil/litter,Araneae,0,0,Araneae,0,Arachnida,Chelicerata,Arthropoda,43.4,0.0,mg/m^2 (dry weight),"Wayne W. Tolbert, Virginia R. Tolbert & Richard E. Ambrose (1977)",https://www.tandfonline.com/doi/abs/10.1080/00040851.1977.12003917,table 4,,1971,,Arthropods 
5317,5851,"Niwot Ridge, the Indian Peaks section of the Rocky Mountains, Kobresia",,,Colorado,alphine tundra,Tundra,Tundra,3750-3800,-3.8,1000,soil,soil/litter,Araneae,0,0,Araneae,0,Arachnida,Chelicerata,Arthropoda,238.0,0.0,individuals/m^2,"Wayne W. Tolbert, Virginia R. Tolbert & Richard E. Ambrose (1977)",https://www.tandfonline.com/doi/abs/10.1080/00040851.1977.12003917,table 4,,1972,,Arthropods 
5318,5854,"Niwot Ridge, the Indian Peaks section of the Rocky Mountains, Kobresia",,,Colorado,alphine tundra,Tundra,Tundra,3750-3800,-3.8,1000,soil,soil/litter,Araneae,0,0,Araneae,0,Arachnida,Chelicerata,Arthropoda,32.6,0.0,mg/m^2 (dry weight),"Wayne W. Tolbert, Virginia R. Tolbert & Richard E. Ambrose (1977)",https://www.tandfonline.com/doi/abs/10.1080/00040851.1977.12003917,table 4,,1972,,Arthropods 
5319,5857,"Niwot Ridge, the Indian Peaks section of the Rocky Mountains, Deschampsia",,,Colorado,alphine tundra,Tundra,Tundra,3750-3800,-3.8,1000,soil,soil/litter,Araneae,0,0,Araneae,0,Arachnida,Chelicerata,Arthropoda,108.0,0.0,individuals/m^2,"Wayne W. Tolbert, Virginia R. Tolbert & Richard E. Ambrose (1977)",https://www.tandfonline.com/doi/abs/10.1080/00040851.1977.12003917,table 4,,1971,,Arthropods 
5320,5860,"Niwot Ridge, the Indian Peaks section of the Rocky Mountains, Deschampsia",,,Colorado,alphine tundra,Tundra,Tundra,3750-3800,-3.8,1000,soil,soil/litter,Araneae,0,0,Araneae,0,Arachnida,Chelicerata,Arthropoda,14.8,0.0,mg/m^2 (dry weight),"Wayne W. Tolbert, Virginia R. Tolbert & Richard E. Ambrose (1977)",https://www.tandfonline.com/doi/abs/10.1080/00040851.1977.12003917,table 4,,1971,,Arthropods 
5321,5863,"Niwot Ridge, the Indian Peaks section of the Rocky Mountains, Deschampsia",,,Colorado,alphine tundra,Tundra,Tundra,3750-3800,-3.8,1000,soil,soil/litter,Araneae,0,0,Araneae,0,Arachnida,Chelicerata,Arthropoda,101.0,0.0,individuals/m^2,"Wayne W. Tolbert, Virginia R. Tolbert & Richard E. Ambrose (1977)",https://www.tandfonline.com/doi/abs/10.1080/00040851.1977.12003917,table 4,,1972,,Arthropods 
5322,5866,"Niwot Ridge, the Indian Peaks section of the Rocky Mountains, Deschampsia",,,Colorado,alphine tundra,Tundra,Tundra,3750-3800,-3.8,1000,soil,soil/litter,Araneae,0,0,Araneae,0,Arachnida,Chelicerata,Arthropoda,13.8,0.0,mg/m^2 (dry weight),"Wayne W. Tolbert, Virginia R. Tolbert & Richard E. Ambrose (1977)",https://www.tandfonline.com/doi/abs/10.1080/00040851.1977.12003917,table 4,,1972,,Arthropods 
5323,5869,"Niwot Ridge, the Indian Peaks section of the Rocky Mountains, Willow",,,Colorado,alphine tundra,Tundra,Tundra,3750-3800,-3.8,1000,soil,soil/litter,Araneae,0,0,Araneae,0,Arachnida,Chelicerata,Arthropoda,123.0,0.0,individuals/m^2,"Wayne W. Tolbert, Virginia R. Tolbert & Richard E. Ambrose (1977)",https://www.tandfonline.com/doi/abs/10.1080/00040851.1977.12003917,table 4,,1972,,Arthropods 
5324,5872,"Niwot Ridge, the Indian Peaks section of the Rocky Mountains, Willow",,,Colorado,alphine tundra,Tundra,Tundra,3750-3800,-3.8,1000,soil,soil/litter,Araneae,0,0,Araneae,0,Arachnida,Chelicerata,Arthropoda,16.9,0.0,mg/m^2 (dry weight),"Wayne W. Tolbert, Virginia R. Tolbert & Richard E. Ambrose (1977)",https://www.tandfonline.com/doi/abs/10.1080/00040851.1977.12003917,table 4,,1972,,Arthropods 
5325,5875,"Niwot Ridge, the Indian Peaks section of the Rocky Mountains, Cushion",,,Colorado,alphine tundra,Tundra,Tundra,3750-3800,-3.8,1000,soil,soil/litter,Araneae,0,0,Araneae,0,Arachnida,Chelicerata,Arthropoda,83.0,0.0,individuals/m^2,"Wayne W. Tolbert, Virginia R. Tolbert & Richard E. Ambrose (1977)",https://www.tandfonline.com/doi/abs/10.1080/00040851.1977.12003917,table 4,,1972,,Arthropods 
5326,5878,"Niwot Ridge, the Indian Peaks section of the Rocky Mountains, Cushion",,,Colorado,alphine tundra,Tundra,Tundra,3750-3800,-3.8,1000,soil,soil/litter,Araneae,0,0,Araneae,0,Arachnida,Chelicerata,Arthropoda,11.4,0.0,mg/m^2 (dry weight),"Wayne W. Tolbert, Virginia R. Tolbert & Richard E. Ambrose (1977)",https://www.tandfonline.com/doi/abs/10.1080/00040851.1977.12003917,table 4,,1972,,Arthropods 
5327,5881,"Niwot Ridge, the Indian Peaks section of the Rocky Mountains, Kobresia",,,Colorado,alphine tundra,Tundra,Tundra,3750-3800,-3.8,1000,soil,soil/litter,Insect Larvae,0,0,0,0,Insecta,Hexapoda,Arthropoda,168.0,0.0,individuals/m^2,"Wayne W. Tolbert, Virginia R. Tolbert & Richard E. Ambrose (1977)",https://www.tandfonline.com/doi/abs/10.1080/00040851.1977.12003917,table 4,,1971,,Arthropods 
5328,5884,"Niwot Ridge, the Indian Peaks section of the Rocky Mountains, Kobresia",,,Colorado,alphine tundra,Tundra,Tundra,3750-3800,-3.8,1000,soil,soil/litter,Insect Larvae,0,0,0,0,Insecta,Hexapoda,Arthropoda,0.0,0.0,mg/m^2 (dry weight),"Wayne W. Tolbert, Virginia R. Tolbert & Richard E. Ambrose (1977)",https://www.tandfonline.com/doi/abs/10.1080/00040851.1977.12003917,table 4,,1971,,Arthropods 
5329,5887,"Niwot Ridge, the Indian Peaks section of the Rocky Mountains, Kobresia",,,Colorado,alphine tundra,Tundra,Tundra,3750-3800,-3.8,1000,soil,soil/litter,Insect Larvae,0,0,0,0,Insecta,Hexapoda,Arthropoda,59.0,0.0,individuals/m^2,"Wayne W. Tolbert, Virginia R. Tolbert & Richard E. Ambrose (1977)",https://www.tandfonline.com/doi/abs/10.1080/00040851.1977.12003917,table 4,,1972,,Arthropods 
5330,5890,"Niwot Ridge, the Indian Peaks section of the Rocky Mountains, Kobresia",,,Colorado,alphine tundra,Tundra,Tundra,3750-3800,-3.8,1000,soil,soil/litter,Insect Larvae,0,0,0,0,Insecta,Hexapoda,Arthropoda,0.0,0.0,mg/m^2 (dry weight),"Wayne W. Tolbert, Virginia R. Tolbert & Richard E. Ambrose (1977)",https://www.tandfonline.com/doi/abs/10.1080/00040851.1977.12003917,table 4,,1972,,Arthropods 
5331,5893,"Niwot Ridge, the Indian Peaks section of the Rocky Mountains, Deschampsia",,,Colorado,alphine tundra,Tundra,Tundra,3750-3800,-3.8,1000,soil,soil/litter,Insect Larvae,0,0,0,0,Insecta,Hexapoda,Arthropoda,25.0,0.0,individuals/m^2,"Wayne W. Tolbert, Virginia R. Tolbert & Richard E. Ambrose (1977)",https://www.tandfonline.com/doi/abs/10.1080/00040851.1977.12003917,table 4,,1971,,Arthropods 
5332,5896,"Niwot Ridge, the Indian Peaks section of the Rocky Mountains, Deschampsia",,,Colorado,alphine tundra,Tundra,Tundra,3750-3800,-3.8,1000,soil,soil/litter,Insect Larvae,0,0,0,0,Insecta,Hexapoda,Arthropoda,0.0,0.0,mg/m^2 (dry weight),"Wayne W. Tolbert, Virginia R. Tolbert & Richard E. Ambrose (1977)",https://www.tandfonline.com/doi/abs/10.1080/00040851.1977.12003917,table 4,,1971,,Arthropods 
5333,5899,"Niwot Ridge, the Indian Peaks section of the Rocky Mountains, Deschampsia",,,Colorado,alphine tundra,Tundra,Tundra,3750-3800,-3.8,1000,soil,soil/litter,Insect Larvae,0,0,0,0,Insecta,Hexapoda,Arthropoda,15.0,0.0,individuals/m^2,"Wayne W. Tolbert, Virginia R. Tolbert & Richard E. Ambrose (1977)",https://www.tandfonline.com/doi/abs/10.1080/00040851.1977.12003917,table 4,,1972,,Arthropods 
5334,5902,"Niwot Ridge, the Indian Peaks section of the Rocky Mountains, Deschampsia",,,Colorado,alphine tundra,Tundra,Tundra,3750-3800,-3.8,1000,soil,soil/litter,Insect Larvae,0,0,0,0,Insecta,Hexapoda,Arthropoda,0.0,0.0,mg/m^2 (dry weight),"Wayne W. Tolbert, Virginia R. Tolbert & Richard E. Ambrose (1977)",https://www.tandfonline.com/doi/abs/10.1080/00040851.1977.12003917,table 4,,1972,,Arthropods 
5335,5905,"Niwot Ridge, the Indian Peaks section of the Rocky Mountains, Willow",,,Colorado,alphine tundra,Tundra,Tundra,3750-3800,-3.8,1000,soil,soil/litter,Insect Larvae,0,0,0,0,Insecta,Hexapoda,Arthropoda,41.0,0.0,individuals/m^2,"Wayne W. Tolbert, Virginia R. Tolbert & Richard E. Ambrose (1977)",https://www.tandfonline.com/doi/abs/10.1080/00040851.1977.12003917,table 4,,1972,,Arthropods 
5336,5908,"Niwot Ridge, the Indian Peaks section of the Rocky Mountains, Willow",,,Colorado,alphine tundra,Tundra,Tundra,3750-3800,-3.8,1000,soil,soil/litter,Insect Larvae,0,0,0,0,Insecta,Hexapoda,Arthropoda,0.0,0.0,mg/m^2 (dry weight),"Wayne W. Tolbert, Virginia R. Tolbert & Richard E. Ambrose (1977)",https://www.tandfonline.com/doi/abs/10.1080/00040851.1977.12003917,table 4,,1972,,Arthropods 
5337,5911,"Niwot Ridge, the Indian Peaks section of the Rocky Mountains, Cushion",,,Colorado,alphine tundra,Tundra,Tundra,3750-3800,-3.8,1000,soil,soil/litter,Insect Larvae,0,0,0,0,Insecta,Hexapoda,Arthropoda,125.0,0.0,individuals/m^2,"Wayne W. Tolbert, Virginia R. Tolbert & Richard E. Ambrose (1977)",https://www.tandfonline.com/doi/abs/10.1080/00040851.1977.12003917,table 4,,1972,,Arthropods 
5338,5914,"Niwot Ridge, the Indian Peaks section of the Rocky Mountains, Cushion",,,Colorado,alphine tundra,Tundra,Tundra,3750-3800,-3.8,1000,soil,soil/litter,Insect Larvae,0,0,0,0,Insecta,Hexapoda,Arthropoda,0.0,0.0,mg/m^2 (dry weight),"Wayne W. Tolbert, Virginia R. Tolbert & Richard E. Ambrose (1977)",https://www.tandfonline.com/doi/abs/10.1080/00040851.1977.12003917,table 4,,1972,,Arthropods 
5339,5917,"Niwot Ridge, the Indian Peaks section of the Rocky Mountains, Kobresia",,,Colorado,alphine tundra,Tundra,Tundra,3750-3800,-3.8,1000,soil,soil/litter,Thysanoptera,0,0,Thysanoptera,Pterygota,Insecta,Hexapoda,Arthropoda,427.0,0.0,individuals/m^2,"Wayne W. Tolbert, Virginia R. Tolbert & Richard E. Ambrose (1977)",https://www.tandfonline.com/doi/abs/10.1080/00040851.1977.12003917,table 4,,1971,,Arthropods 
5340,5920,"Niwot Ridge, the Indian Peaks section of the Rocky Mountains, Kobresia",,,Colorado,alphine tundra,Tundra,Tundra,3750-3800,-3.8,1000,soil,soil/litter,Thysanoptera,0,0,Thysanoptera,Pterygota,Insecta,Hexapoda,Arthropoda,2.8,0.0,mg/m^2 (dry weight),"Wayne W. Tolbert, Virginia R. Tolbert & Richard E. Ambrose (1977)",https://www.tandfonline.com/doi/abs/10.1080/00040851.1977.12003917,table 4,,1971,,Arthropods 
5341,5923,"Niwot Ridge, the Indian Peaks section of the Rocky Mountains, Kobresia",,,Colorado,alphine tundra,Tundra,Tundra,3750-3800,-3.8,1000,soil,soil/litter,Thysanoptera,0,0,Thysanoptera,Pterygota,Insecta,Hexapoda,Arthropoda,6.0,0.0,individuals/m^2,"Wayne W. Tolbert, Virginia R. Tolbert & Richard E. Ambrose (1977)",https://www.tandfonline.com/doi/abs/10.1080/00040851.1977.12003917,table 4,,1972,,Arthropods 
5342,5926,"Niwot Ridge, the Indian Peaks section of the Rocky Mountains, Kobresia",,,Colorado,alphine tundra,Tundra,Tundra,3750-3800,-3.8,1000,soil,soil/litter,Thysanoptera,0,0,Thysanoptera,Pterygota,Insecta,Hexapoda,Arthropoda,0.4,0.0,mg/m^2 (dry weight),"Wayne W. Tolbert, Virginia R. Tolbert & Richard E. Ambrose (1977)",https://www.tandfonline.com/doi/abs/10.1080/00040851.1977.12003917,table 4,,1972,,Arthropods 
5343,5929,"Niwot Ridge, the Indian Peaks section of the Rocky Mountains, Deschampsia",,,Colorado,alphine tundra,Tundra,Tundra,3750-3800,-3.8,1000,soil,soil/litter,Thysanoptera,0,0,Thysanoptera,Pterygota,Insecta,Hexapoda,Arthropoda,79.0,0.0,individuals/m^2,"Wayne W. Tolbert, Virginia R. Tolbert & Richard E. Ambrose (1977)",https://www.tandfonline.com/doi/abs/10.1080/00040851.1977.12003917,table 4,,1971,,Arthropods 
5344,5932,"Niwot Ridge, the Indian Peaks section of the Rocky Mountains, Deschampsia",,,Colorado,alphine tundra,Tundra,Tundra,3750-3800,-3.8,1000,soil,soil/litter,Thysanoptera,0,0,Thysanoptera,Pterygota,Insecta,Hexapoda,Arthropoda,0.51,0.0,mg/m^2 (dry weight),"Wayne W. Tolbert, Virginia R. Tolbert & Richard E. Ambrose (1977)",https://www.tandfonline.com/doi/abs/10.1080/00040851.1977.12003917,table 4,,1971,,Arthropods 
5345,5935,"Niwot Ridge, the Indian Peaks section of the Rocky Mountains, Deschampsia",,,Colorado,alphine tundra,Tundra,Tundra,3750-3800,-3.8,1000,soil,soil/litter,Thysanoptera,0,0,Thysanoptera,Pterygota,Insecta,Hexapoda,Arthropoda,0.0,0.0,individuals/m^2,"Wayne W. Tolbert, Virginia R. Tolbert & Richard E. Ambrose (1977)",https://www.tandfonline.com/doi/abs/10.1080/00040851.1977.12003917,table 4,,1972,,Arthropods 
5346,5938,"Niwot Ridge, the Indian Peaks section of the Rocky Mountains, Deschampsia",,,Colorado,alphine tundra,Tundra,Tundra,3750-3800,-3.8,1000,soil,soil/litter,Thysanoptera,0,0,Thysanoptera,Pterygota,Insecta,Hexapoda,Arthropoda,0.0,0.0,mg/m^2 (dry weight),"Wayne W. Tolbert, Virginia R. Tolbert & Richard E. Ambrose (1977)",https://www.tandfonline.com/doi/abs/10.1080/00040851.1977.12003917,table 4,,1972,,Arthropods 
5347,5941,"Niwot Ridge, the Indian Peaks section of the Rocky Mountains, Willow",,,Colorado,alphine tundra,Tundra,Tundra,3750-3800,-3.8,1000,soil,soil/litter,Thysanoptera,0,0,Thysanoptera,Pterygota,Insecta,Hexapoda,Arthropoda,74.0,0.0,individuals/m^2,"Wayne W. Tolbert, Virginia R. Tolbert & Richard E. Ambrose (1977)",https://www.tandfonline.com/doi/abs/10.1080/00040851.1977.12003917,table 4,,1972,,Arthropods 
5348,5944,"Niwot Ridge, the Indian Peaks section of the Rocky Mountains, Willow",,,Colorado,alphine tundra,Tundra,Tundra,3750-3800,-3.8,1000,soil,soil/litter,Thysanoptera,0,0,Thysanoptera,Pterygota,Insecta,Hexapoda,Arthropoda,0.49,0.0,mg/m^2 (dry weight),"Wayne W. Tolbert, Virginia R. Tolbert & Richard E. Ambrose (1977)",https://www.tandfonline.com/doi/abs/10.1080/00040851.1977.12003917,table 4,,1972,,Arthropods 
5349,5947,"Niwot Ridge, the Indian Peaks section of the Rocky Mountains, Cushion",,,Colorado,alphine tundra,Tundra,Tundra,3750-3800,-3.8,1000,soil,soil/litter,Thysanoptera,0,0,Thysanoptera,Pterygota,Insecta,Hexapoda,Arthropoda,17.0,0.0,individuals/m^2,"Wayne W. Tolbert, Virginia R. Tolbert & Richard E. Ambrose (1977)",https://www.tandfonline.com/doi/abs/10.1080/00040851.1977.12003917,table 4,,1972,,Arthropods 
5350,5950,"Niwot Ridge, the Indian Peaks section of the Rocky Mountains, Cushion",,,Colorado,alphine tundra,Tundra,Tundra,3750-3800,-3.8,1000,soil,soil/litter,Thysanoptera,0,0,Thysanoptera,Pterygota,Insecta,Hexapoda,Arthropoda,0.11,0.0,mg/m^2 (dry weight),"Wayne W. Tolbert, Virginia R. Tolbert & Richard E. Ambrose (1977)",https://www.tandfonline.com/doi/abs/10.1080/00040851.1977.12003917,table 4,,1972,,Arthropods 
5351,5953,"Niwot Ridge, the Indian Peaks section of the Rocky Mountains, Kobresia",,,Colorado,alphine tundra,Tundra,Tundra,3750-3800,-3.8,1000,soil,soil/litter,Hemiptera,0,0,Hemiptera,Pterygota,Insecta,Hexapoda,Arthropoda,0.0,0.0,individuals/m^2,"Wayne W. Tolbert, Virginia R. Tolbert & Richard E. Ambrose (1977)",https://www.tandfonline.com/doi/abs/10.1080/00040851.1977.12003917,table 4,,1971,,Arthropods 
5352,5956,"Niwot Ridge, the Indian Peaks section of the Rocky Mountains, Kobresia",,,Colorado,alphine tundra,Tundra,Tundra,3750-3800,-3.8,1000,soil,soil/litter,Hemiptera,0,0,Hemiptera,Pterygota,Insecta,Hexapoda,Arthropoda,0.0,0.0,mg/m^2 (dry weight),"Wayne W. Tolbert, Virginia R. Tolbert & Richard E. Ambrose (1977)",https://www.tandfonline.com/doi/abs/10.1080/00040851.1977.12003917,table 4,,1971,,Arthropods 
5353,5959,"Niwot Ridge, the Indian Peaks section of the Rocky Mountains, Kobresia",,,Colorado,alphine tundra,Tundra,Tundra,3750-3800,-3.8,1000,soil,soil/litter,Hemiptera,0,0,Hemiptera,Pterygota,Insecta,Hexapoda,Arthropoda,115.0,0.0,individuals/m^2,"Wayne W. Tolbert, Virginia R. Tolbert & Richard E. Ambrose (1977)",https://www.tandfonline.com/doi/abs/10.1080/00040851.1977.12003917,table 4,,1972,,Arthropods 
5354,5962,"Niwot Ridge, the Indian Peaks section of the Rocky Mountains, Kobresia",,,Colorado,alphine tundra,Tundra,Tundra,3750-3800,-3.8,1000,soil,soil/litter,Hemiptera,0,0,Hemiptera,Pterygota,Insecta,Hexapoda,Arthropoda,2.9,0.0,mg/m^2 (dry weight),"Wayne W. Tolbert, Virginia R. Tolbert & Richard E. Ambrose (1977)",https://www.tandfonline.com/doi/abs/10.1080/00040851.1977.12003917,table 4,,1972,,Arthropods 
5355,5965,"Niwot Ridge, the Indian Peaks section of the Rocky Mountains, Deschampsia",,,Colorado,alphine tundra,Tundra,Tundra,3750-3800,-3.8,1000,soil,soil/litter,Hemiptera,0,0,Hemiptera,Pterygota,Insecta,Hexapoda,Arthropoda,0.0,0.0,individuals/m^2,"Wayne W. Tolbert, Virginia R. Tolbert & Richard E. Ambrose (1977)",https://www.tandfonline.com/doi/abs/10.1080/00040851.1977.12003917,table 4,,1971,,Arthropods 
5356,5968,"Niwot Ridge, the Indian Peaks section of the Rocky Mountains, Deschampsia",,,Colorado,alphine tundra,Tundra,Tundra,3750-3800,-3.8,1000,soil,soil/litter,Hemiptera,0,0,Hemiptera,Pterygota,Insecta,Hexapoda,Arthropoda,0.0,0.0,mg/m^2 (dry weight),"Wayne W. Tolbert, Virginia R. Tolbert & Richard E. Ambrose (1977)",https://www.tandfonline.com/doi/abs/10.1080/00040851.1977.12003917,table 4,,1971,,Arthropods 
5357,5971,"Niwot Ridge, the Indian Peaks section of the Rocky Mountains, Deschampsia",,,Colorado,alphine tundra,Tundra,Tundra,3750-3800,-3.8,1000,soil,soil/litter,Hemiptera,0,0,Hemiptera,Pterygota,Insecta,Hexapoda,Arthropoda,212.0,0.0,individuals/m^2,"Wayne W. Tolbert, Virginia R. Tolbert & Richard E. Ambrose (1977)",https://www.tandfonline.com/doi/abs/10.1080/00040851.1977.12003917,table 4,,1972,,Arthropods 
5358,5974,"Niwot Ridge, the Indian Peaks section of the Rocky Mountains, Deschampsia",,,Colorado,alphine tundra,Tundra,Tundra,3750-3800,-3.8,1000,soil,soil/litter,Hemiptera,0,0,Hemiptera,Pterygota,Insecta,Hexapoda,Arthropoda,5.3,0.0,mg/m^2 (dry weight),"Wayne W. Tolbert, Virginia R. Tolbert & Richard E. Ambrose (1977)",https://www.tandfonline.com/doi/abs/10.1080/00040851.1977.12003917,table 4,,1972,,Arthropods 
5359,5977,"Niwot Ridge, the Indian Peaks section of the Rocky Mountains, Willow",,,Colorado,alphine tundra,Tundra,Tundra,3750-3800,-3.8,1000,soil,soil/litter,Hemiptera,0,0,Hemiptera,Pterygota,Insecta,Hexapoda,Arthropoda,132.0,0.0,individuals/m^2,"Wayne W. Tolbert, Virginia R. Tolbert & Richard E. Ambrose (1977)",https://www.tandfonline.com/doi/abs/10.1080/00040851.1977.12003917,table 4,,1972,,Arthropods 
5360,5980,"Niwot Ridge, the Indian Peaks section of the Rocky Mountains, Willow",,,Colorado,alphine tundra,Tundra,Tundra,3750-3800,-3.8,1000,soil,soil/litter,Hemiptera,0,0,Hemiptera,Pterygota,Insecta,Hexapoda,Arthropoda,3.3,0.0,mg/m^2 (dry weight),"Wayne W. Tolbert, Virginia R. Tolbert & Richard E. Ambrose (1977)",https://www.tandfonline.com/doi/abs/10.1080/00040851.1977.12003917,table 4,,1972,,Arthropods 
5361,5983,"Niwot Ridge, the Indian Peaks section of the Rocky Mountains, Cushion",,,Colorado,alphine tundra,Tundra,Tundra,3750-3800,-3.8,1000,soil,soil/litter,Hemiptera,0,0,Hemiptera,Pterygota,Insecta,Hexapoda,Arthropoda,1054.0,0.0,individuals/m^2,"Wayne W. Tolbert, Virginia R. Tolbert & Richard E. Ambrose (1977)",https://www.tandfonline.com/doi/abs/10.1080/00040851.1977.12003917,table 4,,1972,,Arthropods 
5362,5986,"Niwot Ridge, the Indian Peaks section of the Rocky Mountains, Cushion",,,Colorado,alphine tundra,Tundra,Tundra,3750-3800,-3.8,1000,soil,soil/litter,Hemiptera,0,0,Hemiptera,Pterygota,Insecta,Hexapoda,Arthropoda,26.35,0.0,mg/m^2 (dry weight),"Wayne W. Tolbert, Virginia R. Tolbert & Richard E. Ambrose (1977)",https://www.tandfonline.com/doi/abs/10.1080/00040851.1977.12003917,table 4,,1972,,Arthropods 
